"day","age_group","confirmed","confirmed_100k","confirmed_male","confirmed_male_100k","confirmed_female","confirmed_female_100k","other","total","population","population_male","population_female","downloaded"
2020-05-22,"0-9",17,NA,7,NA,10,NA,0,17,NA,NA,NA,2020-05-23 19:15:42
2020-05-22,"10-19",38,NA,18,NA,20,NA,0,38,NA,NA,NA,2020-05-23 19:15:42
2020-05-22,"20-29",207,NA,103,NA,104,NA,0,207,NA,NA,NA,2020-05-23 19:15:42
2020-05-22,"30-39",200,NA,105,NA,95,NA,0,200,NA,NA,NA,2020-05-23 19:15:42
2020-05-22,"40-49",262,NA,107,NA,155,NA,0,262,NA,NA,NA,2020-05-23 19:15:42
2020-05-22,"50-59",358,NA,122,NA,236,NA,0,358,NA,NA,NA,2020-05-23 19:15:42
2020-05-22,"60-69",242,NA,103,NA,139,NA,0,242,NA,NA,NA,2020-05-23 19:15:42
2020-05-22,"70-79",136,NA,63,NA,73,NA,0,136,NA,NA,NA,2020-05-23 19:15:42
2020-05-22,"Virš 80",157,NA,44,NA,113,NA,0,157,NA,NA,NA,2020-05-23 19:15:42
2020-05-23,"0-9",17,NA,7,NA,10,NA,0,17,NA,NA,NA,2020-05-24 13:23:06
2020-05-23,"10-19",38,NA,18,NA,20,NA,0,38,NA,NA,NA,2020-05-24 13:23:06
2020-05-23,"20-29",208,NA,103,NA,105,NA,0,208,NA,NA,NA,2020-05-24 13:23:06
2020-05-23,"30-39",201,NA,106,NA,95,NA,0,201,NA,NA,NA,2020-05-24 13:23:06
2020-05-23,"40-49",263,NA,107,NA,156,NA,0,263,NA,NA,NA,2020-05-24 13:23:06
2020-05-23,"50-59",359,NA,123,NA,236,NA,0,359,NA,NA,NA,2020-05-24 13:23:06
2020-05-23,"60-69",243,NA,103,NA,140,NA,0,243,NA,NA,NA,2020-05-24 13:23:06
2020-05-23,"70-79",136,NA,63,NA,73,NA,0,136,NA,NA,NA,2020-05-24 13:23:06
2020-05-23,"Virš 80",159,NA,45,NA,113,NA,1,158,NA,NA,NA,2020-05-24 13:23:06
2020-05-24,"0-9",18,NA,8,NA,10,NA,0,18,NA,NA,NA,2020-05-25 14:34:46
2020-05-24,"10-19",39,NA,19,NA,20,NA,0,39,NA,NA,NA,2020-05-25 14:34:46
2020-05-24,"20-29",209,NA,104,NA,105,NA,0,209,NA,NA,NA,2020-05-25 14:34:46
2020-05-24,"30-39",202,NA,106,NA,96,NA,0,202,NA,NA,NA,2020-05-25 14:34:46
2020-05-24,"40-49",265,NA,108,NA,157,NA,0,265,NA,NA,NA,2020-05-25 14:34:46
2020-05-24,"50-59",362,NA,124,NA,238,NA,0,362,NA,NA,NA,2020-05-25 14:34:46
2020-05-24,"60-69",245,NA,103,NA,142,NA,0,245,NA,NA,NA,2020-05-25 14:34:46
2020-05-24,"70-79",136,NA,63,NA,73,NA,0,136,NA,NA,NA,2020-05-25 14:34:46
2020-05-24,"Virš 80",159,NA,46,NA,113,NA,0,159,NA,NA,NA,2020-05-25 14:34:46
2020-05-25,"0-9",18,NA,8,NA,10,NA,0,18,NA,NA,NA,2020-05-26 11:01:39
2020-05-25,"10-19",39,NA,19,NA,20,NA,0,39,NA,NA,NA,2020-05-26 11:01:39
2020-05-25,"20-29",209,NA,104,NA,105,NA,0,209,NA,NA,NA,2020-05-26 11:01:39
2020-05-25,"30-39",202,NA,106,NA,96,NA,0,202,NA,NA,NA,2020-05-26 11:01:39
2020-05-25,"40-49",265,NA,108,NA,157,NA,0,265,NA,NA,NA,2020-05-26 11:01:39
2020-05-25,"50-59",362,NA,124,NA,238,NA,0,362,NA,NA,NA,2020-05-26 11:01:39
2020-05-25,"60-69",245,NA,103,NA,142,NA,0,245,NA,NA,NA,2020-05-26 11:01:39
2020-05-25,"70-79",136,NA,63,NA,73,NA,0,136,NA,NA,NA,2020-05-26 11:01:39
2020-05-25,"Virš 80",159,NA,46,NA,113,NA,0,159,NA,NA,NA,2020-05-26 11:01:39
2020-05-26,"0-9",19,NA,9,NA,10,NA,0,19,NA,NA,NA,2020-05-27 20:50:35
2020-05-26,"10-19",39,NA,19,NA,20,NA,0,39,NA,NA,NA,2020-05-27 20:50:35
2020-05-26,"20-29",211,NA,104,NA,107,NA,0,211,NA,NA,NA,2020-05-27 20:50:35
2020-05-26,"30-39",205,NA,108,NA,97,NA,0,205,NA,NA,NA,2020-05-27 20:50:35
2020-05-26,"40-49",266,NA,108,NA,158,NA,0,266,NA,NA,NA,2020-05-27 20:50:35
2020-05-26,"50-59",366,NA,125,NA,241,NA,0,366,NA,NA,NA,2020-05-27 20:50:35
2020-05-26,"60-69",246,NA,103,NA,143,NA,0,246,NA,NA,NA,2020-05-27 20:50:35
2020-05-26,"70-79",136,NA,63,NA,73,NA,0,136,NA,NA,NA,2020-05-27 20:50:35
2020-05-26,"Virš 80",159,NA,46,NA,113,NA,0,159,NA,NA,NA,2020-05-27 20:50:35
2020-05-27,"0-9",19,NA,9,NA,10,NA,0,19,NA,NA,NA,2020-05-28 11:18:06
2020-05-27,"10-19",42,NA,20,NA,22,NA,0,42,NA,NA,NA,2020-05-28 11:18:06
2020-05-27,"20-29",214,NA,105,NA,109,NA,0,214,NA,NA,NA,2020-05-28 11:18:06
2020-05-27,"30-39",206,NA,108,NA,98,NA,0,206,NA,NA,NA,2020-05-28 11:18:06
2020-05-27,"40-49",266,NA,108,NA,158,NA,0,266,NA,NA,NA,2020-05-28 11:18:06
2020-05-27,"50-59",368,NA,125,NA,243,NA,0,368,NA,NA,NA,2020-05-28 11:18:06
2020-05-27,"60-69",246,NA,103,NA,143,NA,0,246,NA,NA,NA,2020-05-28 11:18:06
2020-05-27,"70-79",136,NA,63,NA,73,NA,0,136,NA,NA,NA,2020-05-28 11:18:06
2020-05-27,"Virš 80",159,NA,46,NA,113,NA,0,159,NA,NA,NA,2020-05-28 11:18:06
2020-05-28,"0-9",19,6.5,9,6,10,7.1,0,19,290102,148908,141194,2020-05-29 14:00:07
2020-05-28,"10-19",42,15.9,20,14.8,22,17.1,0,42,263568,134947,128621,2020-05-29 14:00:07
2020-05-28,"20-29",214,63,105,59.2,109,67.2,0,214,339736,177466,162270,2020-05-29 14:00:07
2020-05-28,"30-39",206,57.3,108,57.2,98,57.6,0,206,359239,188972,170267,2020-05-29 14:00:07
2020-05-28,"40-49",267,72.2,109,59.3,158,85,0,267,369722,183873,185849,2020-05-29 14:00:07
2020-05-28,"50-59",371,88.5,126,64.1,245,110.1,0,371,419039,196469,222570,2020-05-29 14:00:07
2020-05-28,"60-69",246,70,103,69.7,143,70.3,0,246,351248,147788,203460,2020-05-29 14:00:07
2020-05-28,"70-79",136,57.4,63,77.1,73,47,0,136,236890,81674,155216,2020-05-29 14:00:07
2020-05-28,"Virš 80",161,97.8,47,106.2,114,94.8,0,161,164546,44257,120289,2020-05-29 14:00:07
2020-05-29,"0-9",19,6.5,9,6,10,7.1,0,19,290102,148908,141194,2020-05-30 12:18:07
2020-05-29,"10-19",42,15.9,20,14.8,22,17.1,0,42,263568,134947,128621,2020-05-30 12:18:07
2020-05-29,"20-29",215,63.3,106,59.7,109,67.2,0,215,339736,177466,162270,2020-05-30 12:18:07
2020-05-29,"30-39",207,57.6,109,57.7,98,57.6,0,207,359239,188972,170267,2020-05-30 12:18:07
2020-05-29,"40-49",267,72.2,109,59.3,158,85,0,267,369722,183873,185849,2020-05-30 12:18:07
2020-05-29,"50-59",373,89,127,64.6,246,110.5,0,373,419039,196469,222570,2020-05-30 12:18:07
2020-05-29,"60-69",249,70.9,104,70.4,145,71.3,0,249,351248,147788,203460,2020-05-30 12:18:07
2020-05-29,"70-79",137,57.8,63,77.1,74,47.7,0,137,236890,81674,155216,2020-05-30 12:18:07
2020-05-29,"Virš 80",161,97.8,47,106.2,114,94.8,0,161,164546,44257,120289,2020-05-30 12:18:07
2020-05-30,"0-9",19,6.5,9,6,10,7.1,0,19,290102,148908,141194,2020-05-31 17:30:12
2020-05-30,"10-19",43,16.3,20,14.8,23,17.9,0,43,263568,134947,128621,2020-05-31 17:30:12
2020-05-30,"20-29",216,63.6,106,59.7,110,67.8,0,216,339736,177466,162270,2020-05-31 17:30:12
2020-05-30,"30-39",208,57.9,110,58.2,98,57.6,0,208,359239,188972,170267,2020-05-31 17:30:12
2020-05-30,"40-49",267,72.2,109,59.3,158,85,0,267,369722,183873,185849,2020-05-31 17:30:12
2020-05-30,"50-59",375,89.5,128,65.2,247,111,0,375,419039,196469,222570,2020-05-31 17:30:12
2020-05-30,"60-69",249,70.9,104,70.4,145,71.3,0,249,351248,147788,203460,2020-05-31 17:30:12
2020-05-30,"70-79",137,57.8,63,77.1,74,47.7,0,137,236890,81674,155216,2020-05-31 17:30:12
2020-05-30,"Virš 80",161,97.8,47,106.2,114,94.8,0,161,164546,44257,120289,2020-05-31 17:30:12
2020-05-31,"0-9",19,6.5,9,6,10,7.1,0,19,290102,148908,141194,2020-06-01 15:44:35
2020-05-31,"10-19",43,16.3,20,14.8,23,17.9,0,43,263568,134947,128621,2020-06-01 15:44:35
2020-05-31,"20-29",216,63.6,106,59.7,110,67.8,0,216,339736,177466,162270,2020-06-01 15:44:35
2020-05-31,"30-39",208,57.9,110,58.2,98,57.6,0,208,359239,188972,170267,2020-06-01 15:44:35
2020-05-31,"40-49",268,72.5,109,59.3,159,85.6,0,268,369722,183873,185849,2020-06-01 15:44:35
2020-05-31,"50-59",375,89.5,128,65.2,247,111,0,375,419039,196469,222570,2020-06-01 15:44:35
2020-05-31,"60-69",251,71.5,104,70.4,147,72.3,0,251,351248,147788,203460,2020-06-01 15:44:35
2020-05-31,"70-79",137,57.8,63,77.1,74,47.7,0,137,236890,81674,155216,2020-06-01 15:44:35
2020-05-31,"Virš 80",161,97.8,47,106.2,114,94.8,0,161,164546,44257,120289,2020-06-01 15:44:35
2020-06-01,"0-9",19,6.5,9,6,10,7.1,0,19,290102,148908,141194,2020-06-02 12:21:13
2020-06-01,"10-19",44,16.7,20,14.8,24,18.7,0,44,263568,134947,128621,2020-06-02 12:21:13
2020-06-01,"20-29",217,63.9,106,59.7,111,68.4,0,217,339736,177466,162270,2020-06-02 12:21:13
2020-06-01,"30-39",209,58.2,110,58.2,99,58.1,0,209,359239,188972,170267,2020-06-02 12:21:13
2020-06-01,"40-49",268,72.5,109,59.3,159,85.6,0,268,369722,183873,185849,2020-06-02 12:21:13
2020-06-01,"50-59",375,89.5,128,65.2,247,111,0,375,419039,196469,222570,2020-06-02 12:21:13
2020-06-01,"60-69",252,71.7,105,71,147,72.3,0,252,351248,147788,203460,2020-06-02 12:21:13
2020-06-01,"70-79",137,57.8,63,77.1,74,47.7,0,137,236890,81674,155216,2020-06-02 12:21:13
2020-06-01,"Virš 80",161,97.8,47,106.2,114,94.8,0,161,164546,44257,120289,2020-06-02 12:21:13
2020-06-02,"0-9",19,6.5,9,6,10,7.1,0,19,290102,148908,141194,2020-06-03 11:57:17
2020-06-02,"10-19",44,16.7,20,14.8,24,18.7,0,44,263568,134947,128621,2020-06-03 11:57:17
2020-06-02,"20-29",217,63.9,106,59.7,111,68.4,0,217,339736,177466,162270,2020-06-03 11:57:17
2020-06-02,"30-39",211,58.7,111,58.7,100,58.7,0,211,359239,188972,170267,2020-06-03 11:57:17
2020-06-02,"40-49",268,72.5,109,59.3,159,85.6,0,268,369722,183873,185849,2020-06-03 11:57:17
2020-06-02,"50-59",375,89.5,128,65.2,247,111,0,375,419039,196469,222570,2020-06-03 11:57:17
2020-06-02,"60-69",252,71.7,105,71,147,72.3,0,252,351248,147788,203460,2020-06-03 11:57:17
2020-06-02,"70-79",137,57.8,63,77.1,74,47.7,0,137,236890,81674,155216,2020-06-03 11:57:17
2020-06-02,"Virš 80",161,97.8,47,106.2,114,94.8,0,161,164546,44257,120289,2020-06-03 11:57:17
2020-06-03,"0-9",19,6.5,9,6,10,7.1,0,19,290102,148908,141194,2020-06-04 10:56:23
2020-06-03,"10-19",44,16.7,20,14.8,24,18.7,0,44,263568,134947,128621,2020-06-04 10:56:23
2020-06-03,"20-29",217,63.9,106,59.7,111,68.4,0,217,339736,177466,162270,2020-06-04 10:56:23
2020-06-03,"30-39",211,58.7,111,58.7,100,58.7,0,211,359239,188972,170267,2020-06-04 10:56:23
2020-06-03,"40-49",268,72.5,109,59.3,159,85.6,0,268,369722,183873,185849,2020-06-04 10:56:23
2020-06-03,"50-59",375,89.5,128,65.2,247,111,0,375,419039,196469,222570,2020-06-04 10:56:23
2020-06-03,"60-69",252,71.7,105,71,147,72.3,0,252,351248,147788,203460,2020-06-04 10:56:23
2020-06-03,"70-79",137,57.8,63,77.1,74,47.7,0,137,236890,81674,155216,2020-06-04 10:56:23
2020-06-03,"Virš 80",161,97.8,47,106.2,114,94.8,0,161,164546,44257,120289,2020-06-04 10:56:23
2020-06-04,"0-9",19,6.5,9,6,10,7.1,0,19,290102,148908,141194,2020-06-05 10:19:16
2020-06-04,"10-19",44,16.7,20,14.8,24,18.7,0,44,263568,134947,128621,2020-06-05 10:19:16
2020-06-04,"20-29",219,64.5,107,60.3,112,69,0,219,339736,177466,162270,2020-06-05 10:19:16
2020-06-04,"30-39",211,58.7,111,58.7,100,58.7,0,211,359239,188972,170267,2020-06-05 10:19:16
2020-06-04,"40-49",268,72.5,109,59.3,159,85.6,0,268,369722,183873,185849,2020-06-05 10:19:16
2020-06-04,"50-59",376,89.7,129,65.7,247,111,0,376,419039,196469,222570,2020-06-05 10:19:16
2020-06-04,"60-69",252,71.7,105,71,147,72.3,0,252,351248,147788,203460,2020-06-05 10:19:16
2020-06-04,"70-79",137,57.8,63,77.1,74,47.7,0,137,236890,81674,155216,2020-06-05 10:19:16
2020-06-04,"Virš 80",161,97.8,47,106.2,114,94.8,0,161,164546,44257,120289,2020-06-05 10:19:16
2020-06-05,"0-9",19,6.5,9,6,10,7.1,0,19,290102,148908,141194,2020-06-06 18:08:07
2020-06-05,"10-19",44,16.7,20,14.8,24,18.7,0,44,263568,134947,128621,2020-06-06 18:08:07
2020-06-05,"20-29",222,65.3,108,60.9,114,70.3,0,222,339736,177466,162270,2020-06-06 18:08:07
2020-06-05,"30-39",213,59.3,112,59.3,101,59.3,0,213,359239,188972,170267,2020-06-06 18:08:07
2020-06-05,"40-49",271,73.3,111,60.4,160,86.1,0,271,369722,183873,185849,2020-06-06 18:08:07
2020-06-05,"50-59",381,90.9,131,66.7,250,112.3,0,381,419039,196469,222570,2020-06-06 18:08:07
2020-06-05,"60-69",257,73.2,109,73.8,148,72.7,0,257,351248,147788,203460,2020-06-06 18:08:07
2020-06-05,"70-79",137,57.8,63,77.1,74,47.7,0,137,236890,81674,155216,2020-06-06 18:08:07
2020-06-05,"Virš 80",161,97.8,47,106.2,114,94.8,0,161,164546,44257,120289,2020-06-06 18:08:07
2020-06-06,"0-9",19,6.5,9,6,10,7.1,0,19,290102,148908,141194,2020-06-07 12:03:22
2020-06-06,"10-19",44,16.7,20,14.8,24,18.7,0,44,263568,134947,128621,2020-06-07 12:03:22
2020-06-06,"20-29",224,65.9,110,62,114,70.3,0,224,339736,177466,162270,2020-06-07 12:03:22
2020-06-06,"30-39",213,59.3,112,59.3,101,59.3,0,213,359239,188972,170267,2020-06-07 12:03:22
2020-06-06,"40-49",275,74.4,113,61.5,162,87.2,0,275,369722,183873,185849,2020-06-07 12:03:22
2020-06-06,"50-59",384,91.6,132,67.2,252,113.2,0,384,419039,196469,222570,2020-06-07 12:03:22
2020-06-06,"60-69",257,73.2,109,73.8,148,72.7,0,257,351248,147788,203460,2020-06-07 12:03:22
2020-06-06,"70-79",137,57.8,63,77.1,74,47.7,0,137,236890,81674,155216,2020-06-07 12:03:22
2020-06-06,"Virš 80",161,97.8,47,106.2,114,94.8,0,161,164546,44257,120289,2020-06-07 12:03:22
2020-06-07,"0-9",19,6.5,9,6,10,7.1,0,19,290102,148908,141194,2020-06-08 21:29:30
2020-06-07,"10-19",44,16.7,20,14.8,24,18.7,0,44,263568,134947,128621,2020-06-08 21:29:30
2020-06-07,"20-29",224,65.9,110,62,114,70.3,0,224,339736,177466,162270,2020-06-08 21:29:30
2020-06-07,"30-39",213,59.3,112,59.3,101,59.3,0,213,359239,188972,170267,2020-06-08 21:29:30
2020-06-07,"40-49",277,74.9,115,62.5,162,87.2,0,277,369722,183873,185849,2020-06-08 21:29:30
2020-06-07,"50-59",384,91.6,132,67.2,252,113.2,0,384,419039,196469,222570,2020-06-08 21:29:30
2020-06-07,"60-69",257,73.2,109,73.8,148,72.7,0,257,351248,147788,203460,2020-06-08 21:29:30
2020-06-07,"70-79",137,57.8,63,77.1,74,47.7,0,137,236890,81674,155216,2020-06-08 21:29:30
2020-06-07,"Virš 80",161,97.8,47,106.2,114,94.8,0,161,164546,44257,120289,2020-06-08 21:29:30
2020-06-08,"0-9",19,6.5,9,6,10,7.1,0,19,290102,148908,141194,2020-06-09 10:57:16
2020-06-08,"10-19",44,16.7,20,14.8,24,18.7,0,44,263568,134947,128621,2020-06-09 10:57:16
2020-06-08,"20-29",224,65.9,110,62,114,70.3,0,224,339736,177466,162270,2020-06-09 10:57:16
2020-06-08,"30-39",213,59.3,112,59.3,101,59.3,0,213,359239,188972,170267,2020-06-09 10:57:16
2020-06-08,"40-49",277,74.9,115,62.5,162,87.2,0,277,369722,183873,185849,2020-06-09 10:57:16
2020-06-08,"50-59",384,91.6,132,67.2,252,113.2,0,384,419039,196469,222570,2020-06-09 10:57:16
2020-06-08,"60-69",257,73.2,109,73.8,148,72.7,0,257,351248,147788,203460,2020-06-09 10:57:16
2020-06-08,"70-79",137,57.8,63,77.1,74,47.7,0,137,236890,81674,155216,2020-06-09 10:57:16
2020-06-08,"Virš 80",161,97.8,47,106.2,114,94.8,0,161,164546,44257,120289,2020-06-09 10:57:16
2020-06-09,"0-9",19,6.5,9,6,10,7.1,0,19,290102,148908,141194,2020-06-10 14:33:39
2020-06-09,"10-19",44,16.7,20,14.8,24,18.7,0,44,263568,134947,128621,2020-06-10 14:33:39
2020-06-09,"20-29",224,65.9,110,62,114,70.3,0,224,339736,177466,162270,2020-06-10 14:33:39
2020-06-09,"30-39",217,60.4,113,59.8,104,61.1,0,217,359239,188972,170267,2020-06-10 14:33:39
2020-06-09,"40-49",282,76.3,118,64.2,164,88.2,0,282,369722,183873,185849,2020-06-10 14:33:39
2020-06-09,"50-59",387,92.4,134,68.2,253,113.7,0,387,419039,196469,222570,2020-06-10 14:33:39
2020-06-09,"60-69",261,74.3,110,74.4,151,74.2,0,261,351248,147788,203460,2020-06-10 14:33:39
2020-06-09,"70-79",138,58.3,64,78.4,74,47.7,0,138,236890,81674,155216,2020-06-10 14:33:39
2020-06-09,"Virš 80",161,97.8,47,106.2,114,94.8,0,161,164546,44257,120289,2020-06-10 14:33:39
2020-06-10,"0-9",19,6.5,9,6,10,7.1,0,19,290102,148908,141194,2020-06-11 10:41:06
2020-06-10,"10-19",44,16.7,20,14.8,24,18.7,0,44,263568,134947,128621,2020-06-11 10:41:06
2020-06-10,"20-29",224,65.9,110,62,114,70.3,0,224,339736,177466,162270,2020-06-11 10:41:06
2020-06-10,"30-39",217,60.4,113,59.8,104,61.1,0,217,359239,188972,170267,2020-06-11 10:41:06
2020-06-10,"40-49",282,76.3,118,64.2,164,88.2,0,282,369722,183873,185849,2020-06-11 10:41:06
2020-06-10,"50-59",387,92.4,134,68.2,253,113.7,0,387,419039,196469,222570,2020-06-11 10:41:06
2020-06-10,"60-69",261,74.3,110,74.4,151,74.2,0,261,351248,147788,203460,2020-06-11 10:41:06
2020-06-10,"70-79",138,58.3,64,78.4,74,47.7,0,138,236890,81674,155216,2020-06-11 10:41:06
2020-06-10,"Virš 80",161,97.8,47,106.2,114,94.8,0,161,164546,44257,120289,2020-06-11 10:41:06
2020-06-11,"0-9",22,7.6,10,6.7,12,8.5,0,22,290102,148908,141194,2020-06-12 11:40:57
2020-06-11,"10-19",47,17.8,22,16.3,25,19.4,0,47,263568,134947,128621,2020-06-12 11:40:57
2020-06-11,"20-29",226,66.5,110,62,116,71.5,0,226,339736,177466,162270,2020-06-12 11:40:57
2020-06-11,"30-39",219,61,115,60.9,104,61.1,0,219,359239,188972,170267,2020-06-12 11:40:57
2020-06-11,"40-49",288,77.9,119,64.7,169,90.9,0,288,369722,183873,185849,2020-06-12 11:40:57
2020-06-11,"50-59",392,93.5,137,69.7,255,114.6,0,392,419039,196469,222570,2020-06-12 11:40:57
2020-06-11,"60-69",261,74.3,110,74.4,151,74.2,0,261,351248,147788,203460,2020-06-12 11:40:57
2020-06-11,"70-79",139,58.7,64,78.4,75,48.3,0,139,236890,81674,155216,2020-06-12 11:40:57
2020-06-11,"Virš 80",162,98.5,47,106.2,115,95.6,0,162,164546,44257,120289,2020-06-12 11:40:57
2020-06-12,"0-9",22,7.6,10,6.7,12,8.5,0,22,290102,148908,141194,2020-06-13 23:00:00
2020-06-12,"10-19",47,17.8,22,16.3,25,19.4,0,47,263568,134947,128621,2020-06-13 23:00:00
2020-06-12,"20-29",226,66.5,110,62,116,71.5,0,226,339736,177466,162270,2020-06-13 23:00:00
2020-06-12,"30-39",219,61,115,60.9,104,61.1,0,219,359239,188972,170267,2020-06-13 23:00:00
2020-06-12,"40-49",290,78.4,120,65.3,170,91.5,0,290,369722,183873,185849,2020-06-13 23:00:00
2020-06-12,"50-59",397,94.7,139,70.7,258,115.9,0,397,419039,196469,222570,2020-06-13 23:00:00
2020-06-12,"60-69",261,74.3,110,74.4,151,74.2,0,261,351248,147788,203460,2020-06-13 23:00:00
2020-06-12,"70-79",139,58.7,64,78.4,75,48.3,0,139,236890,81674,155216,2020-06-13 23:00:00
2020-06-12,"Virš 80",162,98.5,47,106.2,115,95.6,0,162,164546,44257,120289,2020-06-13 23:00:00
2020-06-13,"0-9",22,7.6,10,6.7,12,8.5,0,22,290102,148908,141194,2020-06-14 12:46:07
2020-06-13,"10-19",47,17.8,22,16.3,25,19.4,0,47,263568,134947,128621,2020-06-14 12:46:07
2020-06-13,"20-29",226,66.5,110,62,116,71.5,0,226,339736,177466,162270,2020-06-14 12:46:07
2020-06-13,"30-39",221,61.5,116,61.4,105,61.7,0,221,359239,188972,170267,2020-06-14 12:46:07
2020-06-13,"40-49",292,79,122,66.4,170,91.5,0,292,369722,183873,185849,2020-06-14 12:46:07
2020-06-13,"50-59",398,95,140,71.3,258,115.9,0,398,419039,196469,222570,2020-06-14 12:46:07
2020-06-13,"60-69",261,74.3,110,74.4,151,74.2,0,261,351248,147788,203460,2020-06-14 12:46:07
2020-06-13,"70-79",139,58.7,64,78.4,75,48.3,0,139,236890,81674,155216,2020-06-14 12:46:07
2020-06-13,"Virš 80",162,98.5,47,106.2,115,95.6,0,162,164546,44257,120289,2020-06-14 12:46:07
2020-06-14,"0-9",22,7.6,10,6.7,12,8.5,0,22,290102,148908,141194,2020-06-15 16:20:06
2020-06-14,"10-19",48,18.2,23,17,25,19.4,0,48,263568,134947,128621,2020-06-15 16:20:06
2020-06-14,"20-29",226,66.5,110,62,116,71.5,0,226,339736,177466,162270,2020-06-15 16:20:06
2020-06-14,"30-39",221,61.5,116,61.4,105,61.7,0,221,359239,188972,170267,2020-06-15 16:20:06
2020-06-14,"40-49",294,79.5,122,66.4,172,92.5,0,294,369722,183873,185849,2020-06-15 16:20:06
2020-06-14,"50-59",399,95.2,141,71.8,258,115.9,0,399,419039,196469,222570,2020-06-15 16:20:06
2020-06-14,"60-69",262,74.6,110,74.4,152,74.7,0,262,351248,147788,203460,2020-06-15 16:20:06
2020-06-14,"70-79",139,58.7,64,78.4,75,48.3,0,139,236890,81674,155216,2020-06-15 16:20:06
2020-06-14,"Virš 80",162,98.5,47,106.2,115,95.6,0,162,164546,44257,120289,2020-06-15 16:20:06
2020-06-15,"0-9",22,7.6,10,6.7,12,8.5,0,22,290102,148908,141194,2020-06-16 11:42:10
2020-06-15,"10-19",48,18.2,23,17,25,19.4,0,48,263568,134947,128621,2020-06-16 11:42:10
2020-06-15,"20-29",226,66.5,110,62,116,71.5,0,226,339736,177466,162270,2020-06-16 11:42:10
2020-06-15,"30-39",221,61.5,116,61.4,105,61.7,0,221,359239,188972,170267,2020-06-16 11:42:10
2020-06-15,"40-49",294,79.5,122,66.4,172,92.5,0,294,369722,183873,185849,2020-06-16 11:42:10
2020-06-15,"50-59",399,95.2,141,71.8,258,115.9,0,399,419039,196469,222570,2020-06-16 11:42:10
2020-06-15,"60-69",264,75.2,111,75.1,153,75.2,0,264,351248,147788,203460,2020-06-16 11:42:10
2020-06-15,"70-79",139,58.7,64,78.4,75,48.3,0,139,236890,81674,155216,2020-06-16 11:42:10
2020-06-15,"Virš 80",163,99.1,48,108.5,115,95.6,0,163,164546,44257,120289,2020-06-16 11:42:10
2020-06-16,"0-9",22,7.6,10,6.7,12,8.5,0,22,290102,148908,141194,2020-06-17 11:00:38
2020-06-16,"10-19",48,18.2,23,17,25,19.4,0,48,263568,134947,128621,2020-06-17 11:00:38
2020-06-16,"20-29",226,66.5,110,62,116,71.5,0,226,339736,177466,162270,2020-06-17 11:00:38
2020-06-16,"30-39",221,61.5,116,61.4,105,61.7,0,221,359239,188972,170267,2020-06-17 11:00:38
2020-06-16,"40-49",294,79.5,122,66.4,172,92.5,0,294,369722,183873,185849,2020-06-17 11:00:38
2020-06-16,"50-59",399,95.2,141,71.8,258,115.9,0,399,419039,196469,222570,2020-06-17 11:00:38
2020-06-16,"60-69",264,75.2,111,75.1,153,75.2,0,264,351248,147788,203460,2020-06-17 11:00:38
2020-06-16,"70-79",139,58.7,64,78.4,75,48.3,0,139,236890,81674,155216,2020-06-17 11:00:38
2020-06-16,"Virš 80",163,99.1,48,108.5,115,95.6,0,163,164546,44257,120289,2020-06-17 11:00:38
