"day","age_group","confirmed","confirmed_100k","confirmed_male","confirmed_male_100k","confirmed_female","confirmed_female_100k","other","total","population","population_male","population_female","downloaded"
2020-07-13,"20-29",240,70.6,118,66.5,122,75.2,0,240,339736,177466,162270,2020-07-14 14:00:04
2020-07-13,"30-39",238,66.3,128,67.7,110,64.6,0,238,359239,188972,170267,2020-07-14 14:00:04
2020-07-13,"40-49",309,83.6,130,70.7,179,96.3,0,309,369722,183873,185849,2020-07-14 14:00:04
2020-07-13,"50-59",424,101.2,154,78.4,270,121.3,0,424,419039,196469,222570,2020-07-14 14:00:04
2020-07-13,"60-69",277,78.9,117,79.2,160,78.6,0,277,351248,147788,203460,2020-07-14 14:00:04
2020-07-13,"70-79",148,62.5,67,82,81,52.2,0,148,236890,81674,155216,2020-07-14 14:00:04
2020-07-13,"Virš 80",165,100.3,48,108.5,116,96.4,1,164,164546,44257,120289,2020-07-14 14:00:04
2020-07-14,"0-9",24,8.3,11,7.4,13,9.2,0,24,290102,148908,141194,2020-07-15 21:08:35
2020-07-14,"10-19",51,19.3,25,18.5,26,20.2,0,51,263568,134947,128621,2020-07-15 21:08:35
2020-07-14,"20-29",240,70.6,118,66.5,122,75.2,0,240,339736,177466,162270,2020-07-15 21:08:35
2020-07-14,"30-39",241,67.1,131,69.3,110,64.6,0,241,359239,188972,170267,2020-07-15 21:08:35
2020-07-14,"40-49",310,83.8,131,71.2,179,96.3,0,310,369722,183873,185849,2020-07-15 21:08:35
2020-07-14,"50-59",424,101.2,154,78.4,270,121.3,0,424,419039,196469,222570,2020-07-15 21:08:35
2020-07-14,"60-69",278,79.1,118,79.8,160,78.6,0,278,351248,147788,203460,2020-07-15 21:08:35
2020-07-14,"70-79",148,62.5,67,82,81,52.2,0,148,236890,81674,155216,2020-07-15 21:08:35
2020-07-14,"Virš 80",166,100.9,49,110.7,117,97.3,0,166,164546,44257,120289,2020-07-15 21:08:35
2020-07-15,"0-9",25,8.6,11,7.4,14,9.9,0,25,290102,148908,141194,2020-07-16 14:00:05
2020-07-15,"10-19",51,19.3,25,18.5,26,20.2,0,51,263568,134947,128621,2020-07-16 14:00:05
2020-07-15,"20-29",240,70.6,118,66.5,122,75.2,0,240,339736,177466,162270,2020-07-16 14:00:05
2020-07-15,"30-39",249,69.3,138,73,111,65.2,0,249,359239,188972,170267,2020-07-16 14:00:05
2020-07-15,"40-49",318,86,138,75.1,180,96.9,0,318,369722,183873,185849,2020-07-16 14:00:05
2020-07-15,"50-59",425,101.4,154,78.4,271,121.8,0,425,419039,196469,222570,2020-07-16 14:00:05
2020-07-15,"60-69",280,79.7,119,80.5,161,79.1,0,280,351248,147788,203460,2020-07-16 14:00:05
2020-07-15,"70-79",148,62.5,67,82,81,52.2,0,148,236890,81674,155216,2020-07-16 14:00:05
2020-07-15,"Virš 80",166,100.9,49,110.7,117,97.3,0,166,164546,44257,120289,2020-07-16 14:00:05
2020-07-16,"0-9",25,8.6,11,7.4,14,9.9,0,25,290102,148908,141194,2020-07-17 12:20:47
2020-07-16,"10-19",51,19.3,25,18.5,26,20.2,0,51,263568,134947,128621,2020-07-17 12:20:47
2020-07-16,"20-29",241,70.9,119,67.1,122,75.2,0,241,339736,177466,162270,2020-07-17 12:20:47
2020-07-16,"30-39",249,69.3,138,73,111,65.2,0,249,359239,188972,170267,2020-07-17 12:20:47
2020-07-16,"40-49",318,86,138,75.1,180,96.9,0,318,369722,183873,185849,2020-07-17 12:20:47
2020-07-16,"50-59",428,102.1,154,78.4,274,123.1,0,428,419039,196469,222570,2020-07-17 12:20:47
2020-07-16,"60-69",281,80,119,80.5,162,79.6,0,281,351248,147788,203460,2020-07-17 12:20:47
2020-07-16,"70-79",148,62.5,67,82,81,52.2,0,148,236890,81674,155216,2020-07-17 12:20:47
2020-07-16,"Virš 80",167,101.5,50,113,117,97.3,0,167,164546,44257,120289,2020-07-17 12:20:47
2020-07-17,"0-9",25,8.6,11,7.4,14,9.9,0,25,290102,148908,141194,2020-07-18 19:25:49
2020-07-17,"10-19",51,19.3,25,18.5,26,20.2,0,51,263568,134947,128621,2020-07-18 19:25:49
2020-07-17,"20-29",242,71.2,120,67.6,122,75.2,0,242,339736,177466,162270,2020-07-18 19:25:49
2020-07-17,"30-39",250,69.6,139,73.6,111,65.2,0,250,359239,188972,170267,2020-07-18 19:25:49
2020-07-17,"40-49",321,86.8,139,75.6,182,97.9,0,321,369722,183873,185849,2020-07-18 19:25:49
2020-07-17,"50-59",429,102.4,155,78.9,274,123.1,0,429,419039,196469,222570,2020-07-18 19:25:49
2020-07-17,"60-69",282,80.3,118,79.8,164,80.6,0,282,351248,147788,203460,2020-07-18 19:25:49
2020-07-17,"70-79",148,62.5,67,82,81,52.2,0,148,236890,81674,155216,2020-07-18 19:25:49
2020-07-17,"Virš 80",167,101.5,50,113,117,97.3,0,167,164546,44257,120289,2020-07-18 19:25:49
2020-07-18,"0-9",26,9,11,7.4,15,10.6,0,26,290102,148908,141194,2020-07-19 21:31:07
2020-07-18,"10-19",52,19.7,25,18.5,27,21,0,52,263568,134947,128621,2020-07-19 21:31:07
2020-07-18,"20-29",243,71.5,120,67.6,123,75.8,0,243,339736,177466,162270,2020-07-19 21:31:07
2020-07-18,"30-39",252,70.1,141,74.6,111,65.2,0,252,359239,188972,170267,2020-07-19 21:31:07
2020-07-18,"40-49",326,88.2,140,76.1,186,100.1,0,326,369722,183873,185849,2020-07-19 21:31:07
2020-07-18,"50-59",431,102.9,156,79.4,275,123.6,0,431,419039,196469,222570,2020-07-19 21:31:07
2020-07-18,"60-69",286,81.4,119,80.5,167,82.1,0,286,351248,147788,203460,2020-07-19 21:31:07
2020-07-18,"70-79",149,62.9,68,83.3,81,52.2,0,149,236890,81674,155216,2020-07-19 21:31:07
2020-07-18,"Virš 80",167,101.5,50,113,117,97.3,0,167,164546,44257,120289,2020-07-19 21:31:07
2020-07-19,"0-9",27,9.3,12,8.1,15,10.6,0,27,290102,148908,141194,2020-07-20 14:00:04
2020-07-19,"10-19",52,19.7,25,18.5,27,21,0,52,263568,134947,128621,2020-07-20 14:00:04
2020-07-19,"20-29",244,71.8,121,68.2,123,75.8,0,244,339736,177466,162270,2020-07-20 14:00:04
2020-07-19,"30-39",258,71.8,143,75.7,115,67.5,0,258,359239,188972,170267,2020-07-20 14:00:04
2020-07-19,"40-49",326,88.2,140,76.1,186,100.1,0,326,369722,183873,185849,2020-07-20 14:00:04
2020-07-19,"50-59",434,103.6,157,79.9,277,124.5,0,434,419039,196469,222570,2020-07-20 14:00:04
2020-07-19,"60-69",288,82,120,81.2,168,82.6,0,288,351248,147788,203460,2020-07-20 14:00:04
2020-07-19,"70-79",150,63.3,68,83.3,82,52.8,0,150,236890,81674,155216,2020-07-20 14:00:04
2020-07-19,"Virš 80",168,102.1,50,113,118,98.1,0,168,164546,44257,120289,2020-07-20 14:00:04
2020-07-21,"0-9",27,9.3,12,8.1,15,10.6,0,27,290102,148908,141194,2020-07-22 14:00:06
2020-07-21,"10-19",52,19.7,25,18.5,27,21,0,52,263568,134947,128621,2020-07-22 14:00:06
2020-07-21,"20-29",244,71.8,121,68.2,123,75.8,0,244,339736,177466,162270,2020-07-22 14:00:06
2020-07-21,"30-39",260,72.4,144,76.2,116,68.1,0,260,359239,188972,170267,2020-07-22 14:00:06
2020-07-21,"40-49",326,88.2,140,76.1,186,100.1,0,326,369722,183873,185849,2020-07-22 14:00:06
2020-07-21,"50-59",436,104,159,80.9,277,124.5,0,436,419039,196469,222570,2020-07-22 14:00:06
2020-07-21,"60-69",288,82,120,81.2,168,82.6,0,288,351248,147788,203460,2020-07-22 14:00:06
2020-07-21,"70-79",150,63.3,68,83.3,82,52.8,0,150,236890,81674,155216,2020-07-22 14:00:06
2020-07-21,"Virš 80",168,102.1,50,113,118,98.1,0,168,164546,44257,120289,2020-07-22 14:00:06
2020-07-22,"0-9",28,9.7,13,8.7,15,10.6,0,28,290102,148908,141194,2020-07-23 14:00:04
2020-07-22,"10-19",52,19.7,25,18.5,27,21,0,52,263568,134947,128621,2020-07-23 14:00:04
2020-07-22,"20-29",244,71.8,121,68.2,123,75.8,0,244,339736,177466,162270,2020-07-23 14:00:04
2020-07-22,"30-39",264,73.5,148,78.3,116,68.1,0,264,359239,188972,170267,2020-07-23 14:00:04
2020-07-22,"40-49",326,88.2,140,76.1,186,100.1,0,326,369722,183873,185849,2020-07-23 14:00:04
2020-07-22,"50-59",438,104.5,161,81.9,277,124.5,0,438,419039,196469,222570,2020-07-23 14:00:04
2020-07-22,"60-69",290,82.6,121,81.9,169,83.1,0,290,351248,147788,203460,2020-07-23 14:00:04
2020-07-22,"70-79",150,63.3,68,83.3,82,52.8,0,150,236890,81674,155216,2020-07-23 14:00:04
2020-07-22,"Virš 80",168,102.1,50,113,118,98.1,0,168,164546,44257,120289,2020-07-23 14:00:04
2020-07-23,"0-9",29,10,13,8.7,16,11.3,0,29,290102,148908,141194,2020-07-24 14:00:03
2020-07-23,"10-19",53,20.1,26,19.3,27,21,0,53,263568,134947,128621,2020-07-24 14:00:03
2020-07-23,"20-29",246,72.4,122,68.7,124,76.4,0,246,339736,177466,162270,2020-07-24 14:00:03
2020-07-23,"30-39",272,75.7,152,80.4,120,70.5,0,272,359239,188972,170267,2020-07-24 14:00:03
2020-07-23,"40-49",335,90.6,149,81,186,100.1,0,335,369722,183873,185849,2020-07-24 14:00:03
2020-07-23,"50-59",442,105.5,164,83.5,278,124.9,0,442,419039,196469,222570,2020-07-24 14:00:03
2020-07-23,"60-69",291,82.8,122,82.6,169,83.1,0,291,351248,147788,203460,2020-07-24 14:00:03
2020-07-23,"70-79",150,63.3,68,83.3,82,52.8,0,150,236890,81674,155216,2020-07-24 14:00:03
2020-07-23,"Virš 80",168,102.1,50,113,118,98.1,0,168,164546,44257,120289,2020-07-24 14:00:03
2020-07-24,"0-9",30,10.3,14,9.4,16,11.3,0,30,290102,148908,141194,2020-07-25 16:06:48
2020-07-24,"10-19",54,20.5,26,19.3,28,21.8,0,54,263568,134947,128621,2020-07-25 16:06:48
2020-07-24,"20-29",248,73,123,69.3,125,77,0,248,339736,177466,162270,2020-07-25 16:06:48
2020-07-24,"30-39",273,76,152,80.4,121,71.1,0,273,359239,188972,170267,2020-07-25 16:06:48
2020-07-24,"40-49",337,91.1,150,81.6,187,100.6,0,337,369722,183873,185849,2020-07-25 16:06:48
2020-07-24,"50-59",448,106.9,167,85,281,126.3,0,448,419039,196469,222570,2020-07-25 16:06:48
2020-07-24,"60-69",293,83.4,122,82.6,171,84,0,293,351248,147788,203460,2020-07-25 16:06:48
2020-07-24,"70-79",150,63.3,68,83.3,82,52.8,0,150,236890,81674,155216,2020-07-25 16:06:48
2020-07-24,"Virš 80",168,102.1,50,113,118,98.1,0,168,164546,44257,120289,2020-07-25 16:06:48
2020-07-25,"0-9",30,10.3,14,9.4,16,11.3,0,30,290102,148908,141194,2020-07-26 12:27:08
2020-07-25,"10-19",54,20.5,26,19.3,28,21.8,0,54,263568,134947,128621,2020-07-26 12:27:08
2020-07-25,"20-29",249,73.3,123,69.3,126,77.6,0,249,339736,177466,162270,2020-07-26 12:27:08
2020-07-25,"30-39",274,76.3,153,81,121,71.1,0,274,359239,188972,170267,2020-07-26 12:27:08
2020-07-25,"40-49",338,91.4,150,81.6,188,101.2,0,338,369722,183873,185849,2020-07-26 12:27:08
2020-07-25,"50-59",451,107.6,168,85.5,283,127.2,0,451,419039,196469,222570,2020-07-26 12:27:08
2020-07-25,"60-69",294,83.7,122,82.6,172,84.5,0,294,351248,147788,203460,2020-07-26 12:27:08
2020-07-25,"70-79",150,63.3,68,83.3,82,52.8,0,150,236890,81674,155216,2020-07-26 12:27:08
2020-07-25,"Virš 80",169,102.7,50,113,119,98.9,0,169,164546,44257,120289,2020-07-26 12:27:08
2020-07-26,"0-9",30,10.3,14,9.4,16,11.3,0,30,290102,148908,141194,2020-07-27 20:11:34
2020-07-26,"10-19",54,20.5,26,19.3,28,21.8,0,54,263568,134947,128621,2020-07-27 20:11:34
2020-07-26,"20-29",251,73.9,125,70.4,126,77.6,0,251,339736,177466,162270,2020-07-27 20:11:34
2020-07-26,"30-39",276,76.8,155,82,121,71.1,0,276,359239,188972,170267,2020-07-27 20:11:34
2020-07-26,"40-49",338,91.4,150,81.6,188,101.2,0,338,369722,183873,185849,2020-07-27 20:11:34
2020-07-26,"50-59",453,108.1,169,86,284,127.6,0,453,419039,196469,222570,2020-07-27 20:11:34
2020-07-26,"60-69",297,84.6,123,83.2,174,85.5,0,297,351248,147788,203460,2020-07-27 20:11:34
2020-07-26,"70-79",151,63.7,69,84.5,82,52.8,0,151,236890,81674,155216,2020-07-27 20:11:34
2020-07-26,"Virš 80",169,102.7,50,113,119,98.9,0,169,164546,44257,120289,2020-07-27 20:11:34
2020-07-27,"0-9",30,10.3,14,9.4,16,11.3,0,30,290102,148908,141194,2020-07-28 20:03:58
2020-07-27,"10-19",54,20.5,26,19.3,28,21.8,0,54,263568,134947,128621,2020-07-28 20:03:58
2020-07-27,"20-29",251,73.9,125,70.4,126,77.6,0,251,339736,177466,162270,2020-07-28 20:03:58
2020-07-27,"30-39",276,76.8,155,82,121,71.1,0,276,359239,188972,170267,2020-07-28 20:03:58
2020-07-27,"40-49",341,92.2,151,82.1,190,102.2,0,341,369722,183873,185849,2020-07-28 20:03:58
2020-07-27,"50-59",456,108.8,172,87.5,284,127.6,0,456,419039,196469,222570,2020-07-28 20:03:58
2020-07-27,"60-69",297,84.6,123,83.2,174,85.5,0,297,351248,147788,203460,2020-07-28 20:03:58
2020-07-27,"70-79",152,64.2,69,84.5,83,53.5,0,152,236890,81674,155216,2020-07-28 20:03:58
2020-07-27,"Virš 80",170,103.3,51,115.2,119,98.9,0,170,164546,44257,120289,2020-07-28 20:03:58
2020-07-28,"0-9",30,10.3,14,9.4,16,11.3,0,30,290102,148908,141194,2020-07-29 17:39:18
2020-07-28,"10-19",54,20.5,26,19.3,28,21.8,0,54,263568,134947,128621,2020-07-29 17:39:18
2020-07-28,"20-29",254,74.8,127,71.6,127,78.3,0,254,339736,177466,162270,2020-07-29 17:39:18
2020-07-28,"30-39",280,77.9,157,83.1,123,72.2,0,280,359239,188972,170267,2020-07-29 17:39:18
2020-07-28,"40-49",345,93.3,155,84.3,190,102.2,0,345,369722,183873,185849,2020-07-29 17:39:18
2020-07-28,"50-59",457,109.1,172,87.5,285,128,0,457,419039,196469,222570,2020-07-29 17:39:18
2020-07-28,"60-69",301,85.7,126,85.3,175,86,0,301,351248,147788,203460,2020-07-29 17:39:18
2020-07-28,"70-79",152,64.2,69,84.5,83,53.5,0,152,236890,81674,155216,2020-07-29 17:39:18
2020-07-28,"Virš 80",170,103.3,51,115.2,119,98.9,0,170,164546,44257,120289,2020-07-29 17:39:18
2020-07-30,"0-9",30,10.3,14,9.4,16,11.3,0,30,290102,148908,141194,2020-07-31 17:44:56
2020-07-30,"10-19",55,20.9,26,19.3,29,22.5,0,55,263568,134947,128621,2020-07-31 17:44:56
2020-07-30,"20-29",254,74.8,127,71.6,127,78.3,0,254,339736,177466,162270,2020-07-31 17:44:56
2020-07-30,"30-39",289,80.4,163,86.3,126,74,0,289,359239,188972,170267,2020-07-31 17:44:56
2020-07-30,"40-49",352,95.2,158,85.9,194,104.4,0,352,369722,183873,185849,2020-07-31 17:44:56
2020-07-30,"50-59",461,110,174,88.6,287,128.9,0,461,419039,196469,222570,2020-07-31 17:44:56
2020-07-30,"60-69",302,86,127,85.9,175,86,0,302,351248,147788,203460,2020-07-31 17:44:56
2020-07-30,"70-79",154,65,69,84.5,85,54.8,0,154,236890,81674,155216,2020-07-31 17:44:56
2020-07-30,"Virš 80",170,103.3,51,115.2,119,98.9,0,170,164546,44257,120289,2020-07-31 17:44:56
2020-07-31,"0-9",33,11.4,14,9.4,19,13.5,0,33,290102,148908,141194,2020-08-01 21:10:24
2020-07-31,"10-19",70,26.6,35,25.9,35,27.2,0,70,263568,134947,128621,2020-08-01 21:10:24
2020-07-31,"20-29",254,74.8,131,73.8,123,75.8,0,254,339736,177466,162270,2020-08-01 21:10:24
2020-07-31,"30-39",276,76.8,152,80.4,124,72.8,0,276,359239,188972,170267,2020-08-01 21:10:24
2020-07-31,"40-49",358,96.8,154,83.8,204,109.8,0,358,369722,183873,185849,2020-08-01 21:10:24
2020-07-31,"50-59",441,105.2,168,85.5,273,122.7,0,441,419039,196469,222570,2020-08-01 21:10:24
2020-07-31,"60-69",290,82.6,127,85.9,163,80.1,0,290,351248,147788,203460,2020-08-01 21:10:24
2020-07-31,"70-79",141,59.5,59,72.2,82,52.8,0,141,236890,81674,155216,2020-08-01 21:10:24
2020-07-31,"Virš 80",230,139.8,82,185.3,148,123,0,230,164546,44257,120289,2020-08-01 21:10:24
2020-08-01,"0-9",35,12.1,16,10.7,19,13.5,0,35,290102,148908,141194,2020-08-02 21:59:13
2020-08-01,"10-19",71,26.9,36,26.7,35,27.2,0,71,263568,134947,128621,2020-08-02 21:59:13
2020-08-01,"20-29",256,75.4,132,74.4,124,76.4,0,256,339736,177466,162270,2020-08-02 21:59:13
2020-08-01,"30-39",278,77.4,153,81,125,73.4,0,278,359239,188972,170267,2020-08-02 21:59:13
2020-08-01,"40-49",359,97.1,155,84.3,204,109.8,0,359,369722,183873,185849,2020-08-02 21:59:13
2020-08-01,"50-59",444,106,168,85.5,276,124,0,444,419039,196469,222570,2020-08-02 21:59:13
2020-08-01,"60-69",295,84,130,88,165,81.1,0,295,351248,147788,203460,2020-08-02 21:59:13
2020-08-01,"70-79",142,59.9,59,72.2,83,53.5,0,142,236890,81674,155216,2020-08-02 21:59:13
2020-08-01,"Virš 80",230,139.8,82,185.3,148,123,0,230,164546,44257,120289,2020-08-02 21:59:13
2020-08-02,"0-9",36,12.4,16,10.7,20,14.2,0,36,290102,148908,141194,2020-08-03 14:00:06
2020-08-02,"10-19",73,27.7,38,28.2,35,27.2,0,73,263568,134947,128621,2020-08-03 14:00:06
2020-08-02,"20-29",256,75.4,132,74.4,124,76.4,0,256,339736,177466,162270,2020-08-03 14:00:06
2020-08-02,"30-39",279,77.7,153,81,126,74,0,279,359239,188972,170267,2020-08-03 14:00:06
2020-08-02,"40-49",362,97.9,155,84.3,207,111.4,0,362,369722,183873,185849,2020-08-03 14:00:06
2020-08-02,"50-59",445,106.2,168,85.5,277,124.5,0,445,419039,196469,222570,2020-08-03 14:00:06
2020-08-02,"60-69",296,84.3,130,88,166,81.6,0,296,351248,147788,203460,2020-08-03 14:00:06
2020-08-02,"70-79",142,59.9,59,72.2,83,53.5,0,142,236890,81674,155216,2020-08-03 14:00:06
2020-08-02,"Virš 80",231,140.4,83,187.5,148,123,0,231,164546,44257,120289,2020-08-03 14:00:06
2020-08-03,"0-9",41,14.1,17,11.4,24,17,0,41,290102,148908,141194,2020-08-04 14:36:01
2020-08-03,"10-19",74,28.1,39,28.9,35,27.2,0,74,263568,134947,128621,2020-08-04 14:36:01
2020-08-03,"20-29",266,78.3,136,76.6,130,80.1,0,266,339736,177466,162270,2020-08-04 14:36:01
2020-08-03,"30-39",300,83.5,163,86.3,137,80.5,0,300,359239,188972,170267,2020-08-04 14:36:01
2020-08-03,"40-49",374,101.2,162,88.1,212,114.1,0,374,369722,183873,185849,2020-08-04 14:36:01
2020-08-03,"50-59",469,111.9,181,92.1,288,129.4,0,469,419039,196469,222570,2020-08-04 14:36:01
2020-08-03,"60-69",302,86,131,88.6,171,84,0,302,351248,147788,203460,2020-08-04 14:36:01
2020-08-03,"70-79",144,60.8,60,73.5,84,54.1,0,144,236890,81674,155216,2020-08-04 14:36:01
2020-08-03,"Virš 80",167,101.5,51,115.2,116,96.4,0,167,164546,44257,120289,2020-08-04 14:36:01
2020-08-04,"0-9",41,14.1,17,11.4,24,17,0,41,290102,148908,141194,2020-08-05 14:00:04
2020-08-04,"10-19",74,28.1,39,28.9,35,27.2,0,74,263568,134947,128621,2020-08-05 14:00:04
2020-08-04,"20-29",266,78.3,136,76.6,130,80.1,0,266,339736,177466,162270,2020-08-05 14:00:04
2020-08-04,"30-39",301,83.8,163,86.3,138,81,0,301,359239,188972,170267,2020-08-05 14:00:04
2020-08-04,"40-49",375,101.4,163,88.6,212,114.1,0,375,369722,183873,185849,2020-08-05 14:00:04
2020-08-04,"50-59",469,111.9,181,92.1,288,129.4,0,469,419039,196469,222570,2020-08-05 14:00:04
2020-08-04,"60-69",303,86.3,131,88.6,172,84.5,0,303,351248,147788,203460,2020-08-05 14:00:04
2020-08-04,"70-79",144,60.8,60,73.5,84,54.1,0,144,236890,81674,155216,2020-08-05 14:00:04
2020-08-04,"Virš 80",168,102.1,52,117.5,116,96.4,0,168,164546,44257,120289,2020-08-05 14:00:04
2020-08-05,"0-9",43,14.8,19,12.8,24,17,0,43,290102,148908,141194,2020-08-06 14:00:06
2020-08-05,"10-19",76,28.8,40,29.6,36,28,0,76,263568,134947,128621,2020-08-06 14:00:06
2020-08-05,"20-29",268,78.9,137,77.2,131,80.7,0,268,339736,177466,162270,2020-08-06 14:00:06
2020-08-05,"30-39",306,85.2,165,87.3,141,82.8,0,306,359239,188972,170267,2020-08-06 14:00:06
2020-08-05,"40-49",381,103.1,167,90.8,214,115.1,0,381,369722,183873,185849,2020-08-06 14:00:06
2020-08-05,"50-59",475,113.4,184,93.7,291,130.7,0,475,419039,196469,222570,2020-08-06 14:00:06
2020-08-05,"60-69",308,87.7,133,90,175,86,0,308,351248,147788,203460,2020-08-06 14:00:06
2020-08-05,"70-79",145,61.2,61,74.7,84,54.1,0,145,236890,81674,155216,2020-08-06 14:00:06
2020-08-05,"Virš 80",171,103.9,52,117.5,117,97.3,2,169,164546,44257,120289,2020-08-06 14:00:06
2020-08-06,"0-9",43,14.8,19,12.8,24,17,0,43,290102,148908,141194,2020-08-07 14:00:04
2020-08-06,"10-19",77,29.2,41,30.4,36,28,0,77,263568,134947,128621,2020-08-07 14:00:04
2020-08-06,"20-29",271,79.8,139,78.3,132,81.3,0,271,339736,177466,162270,2020-08-07 14:00:04
2020-08-06,"30-39",311,86.6,169,89.4,142,83.4,0,311,359239,188972,170267,2020-08-07 14:00:04
2020-08-06,"40-49",386,104.4,171,93,215,115.7,0,386,369722,183873,185849,2020-08-07 14:00:04
2020-08-06,"50-59",482,115,185,94.2,297,133.4,0,482,419039,196469,222570,2020-08-07 14:00:04
2020-08-06,"60-69",309,88,133,90,176,86.5,0,309,351248,147788,203460,2020-08-07 14:00:04
2020-08-06,"70-79",146,61.6,61,74.7,85,54.8,0,146,236890,81674,155216,2020-08-07 14:00:04
2020-08-06,"Virš 80",171,103.9,52,117.5,117,97.3,2,169,164546,44257,120289,2020-08-07 14:00:04
2020-08-09,"0-9",50,17.2,23,15.4,27,19.1,0,50,290102,148908,141194,2020-08-10 14:04:00
2020-08-09,"10-19",79,30,42,31.1,37,28.8,0,79,263568,134947,128621,2020-08-10 14:04:00
2020-08-09,"20-29",278,81.8,144,81.1,134,82.6,0,278,339736,177466,162270,2020-08-10 14:04:00
2020-08-09,"30-39",322,89.6,176,93.1,146,85.7,0,322,359239,188972,170267,2020-08-10 14:04:00
2020-08-09,"40-49",403,109,184,100.1,219,117.8,0,403,369722,183873,185849,2020-08-10 14:04:00
2020-08-09,"50-59",492,117.4,190,96.7,302,135.7,0,492,419039,196469,222570,2020-08-10 14:04:00
2020-08-09,"60-69",321,91.4,139,94.1,182,89.5,0,321,351248,147788,203460,2020-08-10 14:04:00
2020-08-09,"70-79",150,63.3,63,77.1,87,56.1,0,150,236890,81674,155216,2020-08-10 14:04:00
2020-08-09,"Virš 80",170,103.3,52,117.5,118,98.1,0,170,164546,44257,120289,2020-08-10 14:04:00
2020-08-10,"0-9",50,17.2,23,15.4,27,19.1,0,50,290102,148908,141194,2020-08-11 21:43:15
2020-08-10,"10-19",79,30,42,31.1,37,28.8,0,79,263568,134947,128621,2020-08-11 21:43:15
2020-08-10,"20-29",282,83,146,82.3,136,83.8,0,282,339736,177466,162270,2020-08-11 21:43:15
2020-08-10,"30-39",324,90.2,177,93.7,147,86.3,0,324,359239,188972,170267,2020-08-11 21:43:15
2020-08-10,"40-49",407,110.1,185,100.6,222,119.5,0,407,369722,183873,185849,2020-08-11 21:43:15
2020-08-10,"50-59",496,118.4,193,98.2,303,136.1,0,496,419039,196469,222570,2020-08-11 21:43:15
2020-08-10,"60-69",325,92.5,141,95.4,184,90.4,0,325,351248,147788,203460,2020-08-11 21:43:15
2020-08-10,"70-79",150,63.3,63,77.1,87,56.1,0,150,236890,81674,155216,2020-08-11 21:43:15
2020-08-10,"Virš 80",170,103.3,52,117.5,118,98.1,0,170,164546,44257,120289,2020-08-11 21:43:15
2020-08-11,"0-9",50,17.2,23,15.4,27,19.1,0,50,290102,148908,141194,2020-08-12 12:15:21
2020-08-11,"10-19",80,30.4,43,31.9,37,28.8,0,80,263568,134947,128621,2020-08-12 12:15:21
