"day","age_group","confirmed","confirmed_100k","confirmed_male","confirmed_male_100k","confirmed_female","confirmed_female_100k","other","total","population","population_male","population_female","downloaded"
2020-08-11,"20-29",288,84.8,151,85.1,137,84.4,0,288,339736,177466,162270,2020-08-12 12:15:21
2020-08-11,"30-39",332,92.4,180,95.3,152,89.3,0,332,359239,188972,170267,2020-08-12 12:15:21
2020-08-11,"40-49",412,111.4,187,101.7,225,121.1,0,412,369722,183873,185849,2020-08-12 12:15:21
2020-08-11,"50-59",500,119.3,195,99.3,305,137,0,500,419039,196469,222570,2020-08-12 12:15:21
2020-08-11,"60-69",326,92.8,141,95.4,185,90.9,0,326,351248,147788,203460,2020-08-12 12:15:21
2020-08-11,"70-79",150,63.3,63,77.1,87,56.1,0,150,236890,81674,155216,2020-08-12 12:15:21
2020-08-11,"Virš 80",171,103.9,52,117.5,119,98.9,0,171,164546,44257,120289,2020-08-12 12:15:21
2020-08-12,"0-9",52,17.9,25,16.8,27,19.1,0,52,290102,148908,141194,2020-08-13 14:00:04
2020-08-12,"10-19",80,30.4,43,31.9,37,28.8,0,80,263568,134947,128621,2020-08-13 14:00:04
2020-08-12,"20-29",292,85.9,151,85.1,141,86.9,0,292,339736,177466,162270,2020-08-13 14:00:04
2020-08-12,"30-39",340,94.6,185,97.9,155,91,0,340,359239,188972,170267,2020-08-13 14:00:04
2020-08-12,"40-49",414,112,187,101.7,227,122.1,0,414,369722,183873,185849,2020-08-13 14:00:04
2020-08-12,"50-59",501,119.6,196,99.8,305,137,0,501,419039,196469,222570,2020-08-13 14:00:04
2020-08-12,"60-69",327,93.1,142,96.1,185,90.9,0,327,351248,147788,203460,2020-08-13 14:00:04
2020-08-12,"70-79",150,63.3,63,77.1,87,56.1,0,150,236890,81674,155216,2020-08-13 14:00:04
2020-08-12,"Virš 80",174,105.7,53,119.8,120,99.8,1,173,164546,44257,120289,2020-08-13 14:00:04
2020-08-13,"0-9",52,17.9,25,16.8,27,19.1,0,52,290102,148908,141194,2020-08-14 16:02:55
2020-08-13,"10-19",82,31.1,45,33.3,37,28.8,0,82,263568,134947,128621,2020-08-14 16:02:55
2020-08-13,"20-29",295,86.8,152,85.7,143,88.1,0,295,339736,177466,162270,2020-08-14 16:02:55
2020-08-13,"30-39",343,95.5,187,99,156,91.6,0,343,359239,188972,170267,2020-08-14 16:02:55
2020-08-13,"40-49",421,113.9,190,103.3,231,124.3,0,421,369722,183873,185849,2020-08-14 16:02:55
2020-08-13,"50-59",504,120.3,198,100.8,306,137.5,0,504,419039,196469,222570,2020-08-14 16:02:55
2020-08-13,"60-69",330,94,143,96.8,187,91.9,0,330,351248,147788,203460,2020-08-14 16:02:55
2020-08-13,"70-79",150,63.3,63,77.1,87,56.1,0,150,236890,81674,155216,2020-08-14 16:02:55
2020-08-13,"Virš 80",175,106.4,53,119.8,121,100.6,1,174,164546,44257,120289,2020-08-14 16:02:55
2020-08-14,"0-9",52,17.9,25,16.8,27,19.1,0,52,290102,148908,141194,2020-08-15 21:34:38
2020-08-14,"10-19",84,31.9,47,34.8,37,28.8,0,84,263568,134947,128621,2020-08-15 21:34:38
2020-08-14,"20-29",307,90.4,158,89,149,91.8,0,307,339736,177466,162270,2020-08-15 21:34:38
2020-08-14,"30-39",349,97.1,192,101.6,157,92.2,0,349,359239,188972,170267,2020-08-15 21:34:38
2020-08-14,"40-49",426,115.2,193,105,233,125.4,0,426,369722,183873,185849,2020-08-15 21:34:38
2020-08-14,"50-59",510,121.7,200,101.8,310,139.3,0,510,419039,196469,222570,2020-08-15 21:34:38
2020-08-14,"60-69",330,94,143,96.8,187,91.9,0,330,351248,147788,203460,2020-08-15 21:34:38
2020-08-14,"70-79",151,63.7,63,77.1,88,56.7,0,151,236890,81674,155216,2020-08-15 21:34:38
2020-08-14,"Virš 80",177,107.6,54,122,121,100.6,2,175,164546,44257,120289,2020-08-15 21:34:38
2020-08-15,"0-9",52,17.9,25,16.8,27,19.1,0,52,290102,148908,141194,2020-08-16 22:09:33
2020-08-15,"10-19",89,33.8,51,37.8,38,29.5,0,89,263568,134947,128621,2020-08-16 22:09:33
2020-08-15,"20-29",315,92.7,161,90.7,154,94.9,0,315,339736,177466,162270,2020-08-16 22:09:33
2020-08-15,"30-39",355,98.8,196,103.7,159,93.4,0,355,359239,188972,170267,2020-08-16 22:09:33
2020-08-15,"40-49",431,116.6,195,106.1,236,127,0,431,369722,183873,185849,2020-08-16 22:09:33
2020-08-15,"50-59",513,122.4,201,102.3,312,140.2,0,513,419039,196469,222570,2020-08-16 22:09:33
2020-08-15,"60-69",333,94.8,145,98.1,188,92.4,0,333,351248,147788,203460,2020-08-16 22:09:33
2020-08-15,"70-79",151,63.7,63,77.1,88,56.7,0,151,236890,81674,155216,2020-08-16 22:09:33
2020-08-15,"Virš 80",177,107.6,54,122,121,100.6,2,175,164546,44257,120289,2020-08-16 22:09:33
2020-08-16,"0-9",53,18.3,26,17.5,27,19.1,0,53,290102,148908,141194,2020-08-17 17:36:22
2020-08-16,"10-19",90,34.1,52,38.5,38,29.5,0,90,263568,134947,128621,2020-08-17 17:36:22
2020-08-16,"20-29",322,94.8,164,92.4,158,97.4,0,322,339736,177466,162270,2020-08-17 17:36:22
2020-08-16,"30-39",357,99.4,198,104.8,159,93.4,0,357,359239,188972,170267,2020-08-17 17:36:22
2020-08-16,"40-49",437,118.2,197,107.1,240,129.1,0,437,369722,183873,185849,2020-08-17 17:36:22
2020-08-16,"50-59",516,123.1,204,103.8,312,140.2,0,516,419039,196469,222570,2020-08-17 17:36:22
2020-08-16,"60-69",333,94.8,145,98.1,188,92.4,0,333,351248,147788,203460,2020-08-17 17:36:22
2020-08-16,"70-79",151,63.7,63,77.1,88,56.7,0,151,236890,81674,155216,2020-08-17 17:36:22
2020-08-16,"Virš 80",177,107.6,54,122,121,100.6,2,175,164546,44257,120289,2020-08-17 17:36:22
2020-08-17,"0-9",55,19,26,17.5,29,20.5,0,55,290102,148908,141194,2020-08-18 14:00:04
2020-08-17,"10-19",95,36,54,40,41,31.9,0,95,263568,134947,128621,2020-08-18 14:00:04
2020-08-17,"20-29",330,97.1,166,93.5,164,101.1,0,330,339736,177466,162270,2020-08-18 14:00:04
2020-08-17,"30-39",370,103,204,108,166,97.5,0,370,359239,188972,170267,2020-08-18 14:00:04
2020-08-17,"40-49",440,119,199,108.2,241,129.7,0,440,369722,183873,185849,2020-08-18 14:00:04
2020-08-17,"50-59",520,124.1,208,105.9,312,140.2,0,520,419039,196469,222570,2020-08-18 14:00:04
2020-08-17,"60-69",335,95.4,147,99.5,188,92.4,0,335,351248,147788,203460,2020-08-18 14:00:04
2020-08-17,"70-79",151,63.7,63,77.1,88,56.7,0,151,236890,81674,155216,2020-08-18 14:00:04
2020-08-17,"Virš 80",178,108.2,55,124.3,121,100.6,2,176,164546,44257,120289,2020-08-18 14:00:04
2020-08-18,"0-9",56,19.3,26,17.5,30,21.2,0,56,290102,148908,141194,2020-08-19 22:36:36
2020-08-18,"10-19",96,36.4,54,40,42,32.7,0,96,263568,134947,128621,2020-08-19 22:36:36
2020-08-18,"20-29",330,97.1,166,93.5,164,101.1,0,330,339736,177466,162270,2020-08-19 22:36:36
2020-08-18,"30-39",371,103.3,204,108,167,98.1,0,371,359239,188972,170267,2020-08-19 22:36:36
2020-08-18,"40-49",445,120.4,200,108.8,245,131.8,0,445,369722,183873,185849,2020-08-19 22:36:36
2020-08-18,"50-59",525,125.3,209,106.4,316,142,0,525,419039,196469,222570,2020-08-19 22:36:36
2020-08-18,"60-69",339,96.5,150,101.5,189,92.9,0,339,351248,147788,203460,2020-08-19 22:36:36
2020-08-18,"70-79",153,64.6,64,78.4,89,57.3,0,153,236890,81674,155216,2020-08-19 22:36:36
2020-08-18,"Virš 80",181,110,57,128.8,123,102.3,1,180,164546,44257,120289,2020-08-19 22:36:36
2020-08-19,"0-9",56,19.3,26,17.5,30,21.2,0,56,290102,148908,141194,2020-08-20 14:00:06
2020-08-19,"10-19",97,36.8,54,40,43,33.4,0,97,263568,134947,128621,2020-08-20 14:00:06
2020-08-19,"20-29",334,98.3,168,94.7,166,102.3,0,334,339736,177466,162270,2020-08-20 14:00:06
2020-08-19,"30-39",380,105.8,207,109.5,173,101.6,0,380,359239,188972,170267,2020-08-20 14:00:06
2020-08-19,"40-49",454,122.8,202,109.9,252,135.6,0,454,369722,183873,185849,2020-08-20 14:00:06
2020-08-19,"50-59",530,126.5,211,107.4,319,143.3,0,530,419039,196469,222570,2020-08-20 14:00:06
2020-08-19,"60-69",341,97.1,152,102.9,189,92.9,0,341,351248,147788,203460,2020-08-20 14:00:06
2020-08-19,"70-79",153,64.6,64,78.4,89,57.3,0,153,236890,81674,155216,2020-08-20 14:00:06
2020-08-19,"Virš 80",183,111.2,57,128.8,125,103.9,1,182,164546,44257,120289,2020-08-20 14:00:06
2020-08-20,"0-9",56,19.3,26,17.5,30,21.2,0,56,290102,148908,141194,2020-08-21 11:15:23
2020-08-20,"10-19",100,37.9,55,40.8,45,35,0,100,263568,134947,128621,2020-08-21 11:15:23
2020-08-20,"20-29",341,100.4,175,98.6,166,102.3,0,341,339736,177466,162270,2020-08-21 11:15:23
2020-08-20,"30-39",391,108.8,214,113.2,177,104,0,391,359239,188972,170267,2020-08-21 11:15:23
2020-08-20,"40-49",459,124.1,205,111.5,254,136.7,0,459,369722,183873,185849,2020-08-21 11:15:23
2020-08-20,"50-59",538,128.4,216,109.9,322,144.7,0,538,419039,196469,222570,2020-08-21 11:15:23
2020-08-20,"60-69",343,97.7,152,102.9,191,93.9,0,343,351248,147788,203460,2020-08-21 11:15:23
2020-08-20,"70-79",153,64.6,64,78.4,89,57.3,0,153,236890,81674,155216,2020-08-21 11:15:23
2020-08-20,"Virš 80",183,111.2,56,126.5,126,104.7,1,182,164546,44257,120289,2020-08-21 11:15:23
2020-08-21,"0-9",56,19.3,26,17.5,30,21.2,0,56,290102,148908,141194,2020-08-22 22:09:50
2020-08-21,"10-19",102,38.7,56,41.5,46,35.8,0,102,263568,134947,128621,2020-08-22 22:09:50
2020-08-21,"20-29",352,103.6,181,102,171,105.4,0,352,339736,177466,162270,2020-08-22 22:09:50
2020-08-21,"30-39",397,110.5,215,113.8,182,106.9,0,397,359239,188972,170267,2020-08-22 22:09:50
2020-08-21,"40-49",465,125.8,210,114.2,255,137.2,0,465,369722,183873,185849,2020-08-22 22:09:50
2020-08-21,"50-59",539,128.6,216,109.9,323,145.1,0,539,419039,196469,222570,2020-08-22 22:09:50
2020-08-21,"60-69",346,98.5,153,103.5,193,94.9,0,346,351248,147788,203460,2020-08-22 22:09:50
2020-08-21,"70-79",153,64.6,64,78.4,89,57.3,0,153,236890,81674,155216,2020-08-22 22:09:50
2020-08-21,"Virš 80",185,112.4,56,126.5,127,105.6,2,183,164546,44257,120289,2020-08-22 22:09:50
2020-08-22,"0-9",56,19.3,26,17.5,30,21.2,0,56,290102,148908,141194,2020-08-23 14:00:04
2020-08-22,"10-19",104,39.5,57,42.2,47,36.5,0,104,263568,134947,128621,2020-08-23 14:00:04
2020-08-22,"20-29",364,107.1,185,104.2,179,110.3,0,364,339736,177466,162270,2020-08-23 14:00:04
2020-08-22,"30-39",409,113.9,219,115.9,190,111.6,0,409,359239,188972,170267,2020-08-23 14:00:04
2020-08-22,"40-49",471,127.4,214,116.4,257,138.3,0,471,369722,183873,185849,2020-08-23 14:00:04
2020-08-22,"50-59",545,130.1,218,111,327,146.9,0,545,419039,196469,222570,2020-08-23 14:00:04
2020-08-22,"60-69",349,99.4,154,104.2,195,95.8,0,349,351248,147788,203460,2020-08-23 14:00:04
2020-08-22,"70-79",153,64.6,64,78.4,89,57.3,0,153,236890,81674,155216,2020-08-23 14:00:04
2020-08-22,"Virš 80",184,111.8,56,126.5,127,105.6,1,183,164546,44257,120289,2020-08-23 14:00:04
2020-08-23,"0-9",57,19.6,27,18.1,30,21.2,0,57,290102,148908,141194,2020-08-24 14:00:04
2020-08-23,"10-19",105,39.8,58,43,47,36.5,0,105,263568,134947,128621,2020-08-24 14:00:04
2020-08-23,"20-29",373,109.8,189,106.5,184,113.4,0,373,339736,177466,162270,2020-08-24 14:00:04
2020-08-23,"30-39",417,116.1,222,117.5,195,114.5,0,417,359239,188972,170267,2020-08-24 14:00:04
2020-08-23,"40-49",477,129,217,118,260,139.9,0,477,369722,183873,185849,2020-08-24 14:00:04
2020-08-23,"50-59",551,131.5,220,112,331,148.7,0,551,419039,196469,222570,2020-08-24 14:00:04
2020-08-23,"60-69",355,101.1,157,106.2,198,97.3,0,355,351248,147788,203460,2020-08-24 14:00:04
2020-08-23,"70-79",154,65,65,79.6,89,57.3,0,154,236890,81674,155216,2020-08-24 14:00:04
2020-08-23,"Virš 80",184,111.8,56,126.5,127,105.6,1,183,164546,44257,120289,2020-08-24 14:00:04
2020-08-24,"0-9",58,20,27,18.1,31,22,0,58,290102,148908,141194,2020-08-25 14:00:08
2020-08-24,"10-19",107,40.6,60,44.5,47,36.5,0,107,263568,134947,128621,2020-08-25 14:00:08
2020-08-24,"20-29",378,111.3,193,108.8,185,114,0,378,339736,177466,162270,2020-08-25 14:00:08
2020-08-24,"30-39",420,116.9,225,119.1,195,114.5,0,420,359239,188972,170267,2020-08-25 14:00:08
2020-08-24,"40-49",479,129.6,218,118.6,261,140.4,0,479,369722,183873,185849,2020-08-25 14:00:08
2020-08-24,"50-59",555,132.4,223,113.5,332,149.2,0,555,419039,196469,222570,2020-08-25 14:00:08
2020-08-24,"60-69",357,101.6,157,106.2,200,98.3,0,357,351248,147788,203460,2020-08-25 14:00:08
2020-08-24,"70-79",154,65,65,79.6,89,57.3,0,154,236890,81674,155216,2020-08-25 14:00:08
2020-08-24,"Virš 80",186,113,56,126.5,128,106.4,2,184,164546,44257,120289,2020-08-25 14:00:08
2020-08-25,"0-9",58,20,27,18.1,31,22,0,58,290102,148908,141194,2020-08-26 14:00:08
2020-08-25,"10-19",111,42.1,61,45.2,50,38.9,0,111,263568,134947,128621,2020-08-26 14:00:08
2020-08-25,"20-29",384,113,196,110.4,188,115.9,0,384,339736,177466,162270,2020-08-26 14:00:08
2020-08-25,"30-39",428,119.1,231,122.2,197,115.7,0,428,359239,188972,170267,2020-08-26 14:00:08
2020-08-25,"40-49",484,130.9,222,120.7,262,141,0,484,369722,183873,185849,2020-08-26 14:00:08
2020-08-25,"50-59",560,133.6,226,115,334,150.1,0,560,419039,196469,222570,2020-08-26 14:00:08
2020-08-25,"60-69",359,102.2,157,106.2,202,99.3,0,359,351248,147788,203460,2020-08-26 14:00:08
2020-08-25,"70-79",156,65.9,66,80.8,90,58,0,156,236890,81674,155216,2020-08-26 14:00:08
2020-08-25,"Virš 80",186,113,57,128.8,128,106.4,1,185,164546,44257,120289,2020-08-26 14:00:08
2020-08-26,"0-9",59,20.3,27,18.1,32,22.7,0,59,290102,148908,141194,2020-08-27 14:57:19
2020-08-26,"10-19",111,42.1,61,45.2,50,38.9,0,111,263568,134947,128621,2020-08-27 14:57:19
2020-08-26,"20-29",391,115.1,200,112.7,191,117.7,0,391,339736,177466,162270,2020-08-27 14:57:19
2020-08-26,"30-39",432,120.3,233,123.3,199,116.9,0,432,359239,188972,170267,2020-08-27 14:57:19
2020-08-26,"40-49",491,132.8,225,122.4,266,143.1,0,491,369722,183873,185849,2020-08-27 14:57:19
2020-08-26,"50-59",570,136,231,117.6,339,152.3,0,570,419039,196469,222570,2020-08-27 14:57:19
2020-08-26,"60-69",364,103.6,158,106.9,206,101.2,0,364,351248,147788,203460,2020-08-27 14:57:19
2020-08-26,"70-79",157,66.3,66,80.8,91,58.6,0,157,236890,81674,155216,2020-08-27 14:57:19
2020-08-26,"Virš 80",187,113.6,58,131.1,128,106.4,1,186,164546,44257,120289,2020-08-27 14:57:19
2020-08-27,"0-9",59,20.3,27,18.1,32,22.7,0,59,290102,148908,141194,2020-08-28 14:00:04
2020-08-27,"10-19",114,43.3,63,46.7,51,39.7,0,114,263568,134947,128621,2020-08-28 14:00:04
2020-08-27,"20-29",405,119.2,208,117.2,197,121.4,0,405,339736,177466,162270,2020-08-28 14:00:04
2020-08-27,"30-39",440,122.5,235,124.4,205,120.4,0,440,359239,188972,170267,2020-08-28 14:00:04
2020-08-27,"40-49",500,135.2,228,124,272,146.4,0,500,369722,183873,185849,2020-08-28 14:00:04
2020-08-27,"50-59",578,137.9,233,118.6,345,155,0,578,419039,196469,222570,2020-08-28 14:00:04
2020-08-27,"60-69",369,105.1,160,108.3,209,102.7,0,369,351248,147788,203460,2020-08-28 14:00:04
2020-08-27,"70-79",158,66.7,66,80.8,92,59.3,0,158,236890,81674,155216,2020-08-28 14:00:04
2020-08-27,"Virš 80",187,113.6,58,131.1,129,107.2,0,187,164546,44257,120289,2020-08-28 14:00:04
2020-08-28,"0-9",60,20.7,29,19.5,31,22,0,60,290102,148908,141194,2020-08-29 14:00:05
2020-08-28,"10-19",115,43.6,63,46.7,52,40.4,0,115,263568,134947,128621,2020-08-29 14:00:05
2020-08-28,"20-29",412,121.3,208,117.2,204,125.7,0,412,339736,177466,162270,2020-08-29 14:00:05
2020-08-28,"30-39",442,123,236,124.9,206,121,0,442,359239,188972,170267,2020-08-29 14:00:05
2020-08-28,"40-49",511,138.2,234,127.3,277,149,0,511,369722,183873,185849,2020-08-29 14:00:05
2020-08-28,"50-59",580,138.4,233,118.6,347,155.9,0,580,419039,196469,222570,2020-08-29 14:00:05
2020-08-28,"60-69",371,105.6,161,108.9,210,103.2,0,371,351248,147788,203460,2020-08-29 14:00:05
2020-08-28,"70-79",159,67.1,66,80.8,93,59.9,0,159,236890,81674,155216,2020-08-29 14:00:05
2020-08-28,"Virš 80",191,116.1,58,131.1,130,108.1,3,188,164546,44257,120289,2020-08-29 14:00:05
2020-08-29,"0-9",60,20.7,29,19.5,31,22,0,60,290102,148908,141194,2020-08-30 16:02:50
2020-08-29,"10-19",122,46.3,67,49.6,55,42.8,0,122,263568,134947,128621,2020-08-30 16:02:50
2020-08-29,"20-29",416,122.4,211,118.9,205,126.3,0,416,339736,177466,162270,2020-08-30 16:02:50
2020-08-29,"30-39",448,124.7,238,125.9,210,123.3,0,448,359239,188972,170267,2020-08-30 16:02:50
2020-08-29,"40-49",516,139.6,235,127.8,281,151.2,0,516,369722,183873,185849,2020-08-30 16:02:50
2020-08-29,"50-59",585,139.6,234,119.1,351,157.7,0,585,419039,196469,222570,2020-08-30 16:02:50
2020-08-29,"60-69",376,107,162,109.6,214,105.2,0,376,351248,147788,203460,2020-08-30 16:02:50
2020-08-29,"70-79",161,68,67,82,94,60.6,0,161,236890,81674,155216,2020-08-30 16:02:50
2020-08-29,"Virš 80",191,116.1,58,131.1,131,108.9,2,189,164546,44257,120289,2020-08-30 16:02:50
2020-08-30,"0-9",60,20.7,29,19.5,31,22,0,60,290102,148908,141194,2020-08-31 17:37:40
2020-08-30,"10-19",130,49.3,70,51.9,60,46.6,0,130,263568,134947,128621,2020-08-31 17:37:40
2020-08-30,"20-29",417,122.7,212,119.5,205,126.3,0,417,339736,177466,162270,2020-08-31 17:37:40
2020-08-30,"30-39",451,125.5,241,127.5,210,123.3,0,451,359239,188972,170267,2020-08-31 17:37:40
2020-08-30,"40-49",526,142.3,241,131.1,285,153.4,0,526,369722,183873,185849,2020-08-31 17:37:40
2020-08-30,"50-59",590,140.8,236,120.1,354,159.1,0,590,419039,196469,222570,2020-08-31 17:37:40
2020-08-30,"60-69",380,108.2,162,109.6,218,107.1,0,380,351248,147788,203460,2020-08-31 17:37:40
2020-08-30,"70-79",161,68,67,82,94,60.6,0,161,236890,81674,155216,2020-08-31 17:37:40
2020-08-30,"Virš 80",190,115.5,58,131.1,131,108.9,1,189,164546,44257,120289,2020-08-31 17:37:40
2020-08-31,"0-9",60,20.7,29,19.5,31,22,0,60,290102,148908,141194,2020-09-01 14:00:10
2020-08-31,"10-19",138,52.4,78,57.8,60,46.6,0,138,263568,134947,128621,2020-09-01 14:00:10
2020-08-31,"20-29",425,125.1,220,124,205,126.3,0,425,339736,177466,162270,2020-09-01 14:00:10
2020-08-31,"30-39",453,126.1,243,128.6,210,123.3,0,453,359239,188972,170267,2020-09-01 14:00:10
2020-08-31,"40-49",530,143.4,242,131.6,288,155,0,530,369722,183873,185849,2020-09-01 14:00:10
2020-08-31,"50-59",591,141,237,120.6,354,159.1,0,591,419039,196469,222570,2020-09-01 14:00:10
2020-08-31,"60-69",380,108.2,162,109.6,218,107.1,0,380,351248,147788,203460,2020-09-01 14:00:10
2020-08-31,"70-79",161,68,67,82,94,60.6,0,161,236890,81674,155216,2020-09-01 14:00:10
2020-08-31,"Virš 80",190,115.5,58,131.1,131,108.9,1,189,164546,44257,120289,2020-09-01 14:00:10
2020-09-01,"0-9",61,21,30,20.1,31,22,0,61,290102,148908,141194,2020-09-02 14:00:06
2020-09-01,"10-19",144,54.6,82,60.8,62,48.2,0,144,263568,134947,128621,2020-09-02 14:00:06
2020-09-01,"20-29",435,128,229,129,206,126.9,0,435,339736,177466,162270,2020-09-02 14:00:06
2020-09-01,"30-39",456,126.9,244,129.1,212,124.5,0,456,359239,188972,170267,2020-09-02 14:00:06
2020-09-01,"40-49",533,144.2,243,132.2,290,156,0,533,369722,183873,185849,2020-09-02 14:00:06
2020-09-01,"50-59",593,141.5,238,121.1,355,159.5,0,593,419039,196469,222570,2020-09-02 14:00:06
2020-09-01,"60-69",381,108.5,163,110.3,218,107.1,0,381,351248,147788,203460,2020-09-02 14:00:06
2020-09-01,"70-79",162,68.4,67,82,95,61.2,0,162,236890,81674,155216,2020-09-02 14:00:06
2020-09-01,"Virš 80",192,116.7,59,133.3,132,109.7,1,191,164546,44257,120289,2020-09-02 14:00:06
2020-09-02,"0-9",63,21.7,31,20.8,32,22.7,0,63,290102,148908,141194,2020-09-03 11:34:02
2020-09-02,"10-19",148,56.2,85,63,63,49,0,148,263568,134947,128621,2020-09-03 11:34:02
2020-09-02,"20-29",440,129.5,231,130.2,209,128.8,0,440,339736,177466,162270,2020-09-03 11:34:02
2020-09-02,"30-39",458,127.5,246,130.2,212,124.5,0,458,359239,188972,170267,2020-09-03 11:34:02
2020-09-02,"40-49",538,145.5,243,132.2,295,158.7,0,538,369722,183873,185849,2020-09-03 11:34:02
2020-09-02,"50-59",594,141.8,238,121.1,356,159.9,0,594,419039,196469,222570,2020-09-03 11:34:02
2020-09-02,"60-69",382,108.8,164,111,218,107.1,0,382,351248,147788,203460,2020-09-03 11:34:02
2020-09-02,"70-79",162,68.4,67,82,95,61.2,0,162,236890,81674,155216,2020-09-03 11:34:02
2020-09-02,"Virš 80",192,116.7,59,133.3,133,110.6,0,192,164546,44257,120289,2020-09-03 11:34:02
2020-09-03,"0-9",64,22.1,31,20.8,33,23.4,0,64,290102,148908,141194,2020-09-04 14:00:11
2020-09-03,"10-19",152,57.7,89,66,63,49,0,152,263568,134947,128621,2020-09-04 14:00:11
2020-09-03,"20-29",448,131.9,237,133.5,211,130,0,448,339736,177466,162270,2020-09-04 14:00:11
2020-09-03,"30-39",462,128.6,249,131.8,213,125.1,0,462,359239,188972,170267,2020-09-04 14:00:11
2020-09-03,"40-49",541,146.3,245,133.2,296,159.3,0,541,369722,183873,185849,2020-09-04 14:00:11
2020-09-03,"50-59",597,142.5,240,122.2,357,160.4,0,597,419039,196469,222570,2020-09-04 14:00:11
2020-09-03,"60-69",384,109.3,164,111,220,108.1,0,384,351248,147788,203460,2020-09-04 14:00:11
2020-09-03,"70-79",162,68.4,67,82,95,61.2,0,162,236890,81674,155216,2020-09-04 14:00:11
2020-09-03,"Virš 80",193,117.3,59,133.3,133,110.6,1,192,164546,44257,120289,2020-09-04 14:00:11
2020-09-04,"0-9",66,22.8,33,22.2,33,23.4,0,66,290102,148908,141194,2020-09-05 12:45:41
2020-09-04,"10-19",155,58.8,89,66,66,51.3,0,155,263568,134947,128621,2020-09-05 12:45:41
2020-09-04,"20-29",458,134.8,241,135.8,217,133.7,0,458,339736,177466,162270,2020-09-05 12:45:41
2020-09-04,"30-39",469,130.6,251,132.8,218,128,0,469,359239,188972,170267,2020-09-05 12:45:41
2020-09-04,"40-49",549,148.5,249,135.4,300,161.4,0,549,369722,183873,185849,2020-09-05 12:45:41
2020-09-04,"50-59",602,143.7,243,123.7,359,161.3,0,602,419039,196469,222570,2020-09-05 12:45:41
2020-09-04,"60-69",385,109.6,164,111,221,108.6,0,385,351248,147788,203460,2020-09-05 12:45:41
2020-09-04,"70-79",163,68.8,67,82,96,61.8,0,163,236890,81674,155216,2020-09-05 12:45:41
2020-09-04,"Virš 80",192,116.7,59,133.3,133,110.6,0,192,164546,44257,120289,2020-09-05 12:45:41
